52,秋田県,5
16,京都府,26
2,鹿児島県,46
1,埼玉県,11
1,北海道,1
1,大阪府,27
1,和歌山県,30
1,熊本県,43
1,茨城県,8
1,岩手県,3
1,兵庫県,28
1,静岡県,22
1,滋賀県,25
1,福井県,18
1,香川県,37
1,愛媛県,38
