17,埴
17,泙
17,耳
17,鋳
16,升
16,蓼
16,鍬
16,冬
16,請
16,壮
16,壺
16,菩
16,甑
16,舌
16,労
16,炭
16,椋
16,瞥
16,屯
16,鼎
16,難
16,綿
15,ヤ
15,畦
15,帽
15,替
15,景
15,嶽
15,意
15,隆
15,狛
15,崩
15,戒
15,餅
15,去
15,至
15,怒
15,教
15,簗
14,栢
14,穀
14,奉
14,鶯
14,瀞
14,借
14,威
14,程
14,畳
14,昼
14,受
14,奴
14,疋
14,済
14,莇
14,放
14,揚
14,冷
14,杖
14,蔭
14,茗
14,倭
13,荏
13,器
13,獅
13,拾
13,値
13,巴
13,梯
13,丑
13,勘
13,仮
13,輝
13,卯
13,蛯
13,絹
13,袴
13,祁
13,辛
13,驫
13,佃
13,全
13,ポ
13,醒
12,支
12,縁
12,悪
12,鵠
12,筏
12,狼
12,櫨
12,判
12,ム
12,絵
12,帝
12,扶
12,粉
12,簾
12,翁
11,檀
11,葎
11,楡
11,午
11,脚
11,椥
11,列
11,革
11,頼
11,莱
11,暁
11,れ
11,窯
11,講
11,蕪
11,育
11,ぶ
11,苦
11,糀
11,鶏
11,釘
10,琶
10,伴
10,衡
10,散
10,逗
10,鎚
10,勅
10,招
10,繋
10,返
10,櫟
10,顔
10,刑
10,鮭
10,往
10,然
10,堵
10,強
10,鯉
10,梓
10,樟
10,杣
10,臨
10,覧
10,鰍
10,肱
10,琵
10,包
10,叶
10,節
10,害
10,泰
10,鐙
10,籾
9,榑
9,ヌ
9,胆
9,殻
9,続
9,鴫
9,喬
9,燈
9,苓
9,勒
9,賑
9,祓
9,鉱
9,漢
9,惠
9,裡
9,郭
9,晩
9,肴
9,記
9,使
9,私
9,及
9,少
9,翠
9,踏
9,ぐ
9,霄
9,継
9,申
9,泗
9,埣
9,仕
9,侍
9,伎
8,閤
8,店
8,杏
8,鼓
8,枳
8,貢
8,彩
8,画
8,潤
8,鑓
8,職
8,ヨ
8,管
8,鞘
8,違
8,鯨
8,鞆
8,ヱ
8,匹
8,苔
8,銘
8,鍜
8,狸
8,蔦
8,甫
8,営
8,蕃
8,柑
8,徒
8,鼠
8,徹
8,祐
8,思
8,匂
7,鯏
7,秀
7,岫
7,祗
7,栂
7,輿
7,峡
7,帷
7,仰
7,降
7,負
7,順
7,炊
7,鱒
7,礒
7,趾
7,呑
7,墓
7,報
7,著
7,弐
7,楮
7,皇
7,答
7,蓋
7,班
7,碓
7,医
7,澗
7,荊
7,讃
7,康
7,邇
7,介
7,塗
7,頂
7,轡
7,吐
7,移
7,乞
7,嫁
7,秤
7,勿
7,終
7,桟
7,溜
7,蛍
7,孝
7,狗
7,鴇
7,健
6,與
6,例
6,垢
6,性
6,鈍
6,藁
6,商
6,薊
6,饒
6,邸
6,硯
6,鋼
6,縫
6,株
6,酉
6,兜
6,楓
6,蟻
6,研
6,瓢
6,鮒
6,寛
6,求
6,虚
6,肘
6,煙
6,卒
6,獺
6,蜻
6,屏
6,這
6,挙
6,塘
6,躰
6,笑
6,書
6,刎
6,瀧
6,鯛
6,萢
6,離
6,尋
6,漁
6,窓
6,埋
6,陳
6,憧
6,民
6,苧
6,令
6,潭
6,其
5,素
5,欽
5,蛎
5,幣
5,薦
5,貸
5,柵
5,懐
5,娃
5,螢
5,監
5,卜
5,濱
5,也
5,掃
5,回
5,随
5,箸
5,投
5,導
5,舛
5,蒼
5,げ
5,樅
5,茱
5,藺
5,臥
5,採
5,腹
5,専
5,ヲ
5,鴛
5,軸
5,杓
5,倫
5,麗
5,笥
5,客
5,鉋
5,薫
5,鯰
5,筆
5,駕
5,俊
5,垪
5,寸
5,蛉
5,贄
5,椛
5,坦
5,佳
5,竿
5,机
5,悦
5,算
5,吸
5,汀
5,績
5,ホ
5,柞
5,淋
5,弦
5,梵
5,亥
5,ブ
5,樒
5,瑠
5,頴
5,邦
5,噌
5,薙
5,苺
5,膝
5,泓
5,姓
5,典
5,着
5,蜷
4,歓
4,ゴ
4,賊
4,莫
4,処
4,硲
4,鳶
4,斧
4,禰
4,歴
4,粧
4,搦
4,囲
4,汰
4,浴
4,朔
4,簑
4,箪
4,整
4,髪
4,鵯
4,眼
4,頬
4,杢
4,参
4,凪
4,ザ
4,警
4,残
4,寮
4,鱈
4,互
4,談
4,湘
4,狢
4,剱
4,量
4,櫓
4,蕗
4,桁
4,戦
4,灯
4,識
4,煤
4,碁
4,艮
4,郊
4,魁
4,兄
4,笈
4,坤
4,捨
4,ょ
4,箭
4,佛
4,憩
4,ゲ
4,券
4,帳
4,戌
4,鱗
4,ギ
4,蛤
4,巌
4,垈
4,袰
4,隣
4,許
4,麸
4,蚕
4,活
4,鎗
4,障
4,餌
4,奔
4,炮
4,衙
4,糺
4,圃
4,賢
4,粒
4,柘
4,踊
4,巡
4,稔
4,昇
4,拍
4,啓
4,秣
4,顕
4,鴉
4,乱
4,暑
4,弾
4,禄
3,言
3,バ
3,撲
3,病
3,葺
3,蝦
3,鴬
3,枯
3,誠
3,再
3,燧
3,闇
3,途
3,潜
3,稜
3,眺
3,舳
3,還
3,鰯
3,礫
3,寧
3,髭
3,雛
3,廟
3,併
3,逸
3,湫
3,億
3,未
3,汗
3,颪
3,汁
3,螺
3,琢
3,籏
3,當
3,殖
3,始
3,配
3,稀
3,酌
3,据
3,璃
3,鮪
3,馴
3,峅
3,枋
3,塀
3,称
3,叡
3,退
3,羊
3,究
3,ご
3,固
3,鞠
3,旨
3,蟇
3,釆
3,機
3,遣
3,酘
3,譲
3,閣
3,狙
3,枌
3,蝉
3,蜆
3,榴
3,鰭
3,腕
3,筵
3,袈
3,潰
3,驚
3,で
3,蕎
3,鏑
3,響
3,孕
3,鎧
3,維
3,伽
3,敏
3,饗
3,悲
3,忽
3,短
3,操
3,鉛
3,税
3,独
3,圷
3,禾
3,漉
3,吠
3,靱
3,酢
3,蔀
3,血
3,ユ
3,ざ
3,萸
3,盆
3,到
3,竺
3,ヘ
3,祈
3,箙
3,艘
3,傘
3,句
3,紡
3,呰
3,鐺
2,楼
2,磧
2,菴
2,罧
2,章
2,侭
2,範
2,狹
2,遙
2,含
2,籟
2,へ
2,航
2,勾
2,剥
2,緋
2,冥
2,躬
2,域
2,芒
2,禁
2,功
2,征
2,て
2,敬
2,了
2,紐
2,芙
2,圦
2,漕
2,質
2,嚢
2,栽
2,縢
2,○
2,編
2,槍
2,孟
2,郛
2,姪
2,蘆
2,架
2,毫
2,蟠
2,淳
2,且
2,涼
2,脛
2,橡
2,笏
2,礎
2,鴎
2,ゼ
2,沮
2,鋤
2,枦
2,琉
2,餉
2,餠
2,蓉
2,粥
2,転
2,癸
2,密
2,党
2,杤
2,抱
2,婆
2,珊
2,萠
2,梛
2,鎖
2,衝
2,把
2,渠
2,策
2,蔓
2,炉
2,碑
2,孑
2,浸
2,鼡
2,統
2,綺
2,薪
2,采
2,傾
2,厘
2,飴
2,伍
2,超
2,案
2,断
2,澱
2,凰
2,萬
2,觜
2,碕
2,栩
2,筥
2,噴
2,注
2,朗
2,筱
2,宛
2,蠣
2,錺
2,符
2,蜘
2,劔
2,晒
2,蟷
2,棒
2,旱
2,復
2,熟
2,遍
2,狄
2,唯
2,棄
2,硫
2,尉
2,皷
2,鯲
2,息
2,麹
2,砧
2,弗
2,宵
2,点
2,苣
2,皐
2,魔
2,写
2,紛
2,戻
2,閏
2,歯
2,姿
2,濠
2,紹
2,饅
2,酸
2,曹
2,謡
2,蛙
2,篝
2,眉
2,櫻
2,粂
2,告
2,螂
2,桴
2,呪
2,毒
2,兀
2,局
2,祠
2,封
2,鞁
2,錫
2,蝶
2,矯
2,椙
2,瘤
2,鈷
2,幹
2,杠
2,剰
2,涯
2,樵
2,筈
2,腐
2,語
2,鰕
2,笊
2,駮
1,稼
1,恐
1,硴
1,岻
1,勲
1,梹
1,鳰
1,披
1,朧
1,掉
1,冑
1,劫
1,扣
1,雌
1,餘
1,穏
1,飫
1,鳧
1,惟
1,嶬
1,駝
1,係
1,薔
1,榧
1,必
1,弄
1,審
1,猴
1,閨
1,實
1,感
1,悟
1,殊
1,楳
1,渦
1,瘻
1,檪
1,忰
1,胸
1,ヰ
1,情
1,救
1,鑪
1,琳
1,睡
1,凧
1,枅
1,翌
1,〕
1,捻
1,濤
1,徐
1,抓
1,賤
1,彰
1,捲
1,蹄
1,伸
1,禿
1,緩
1,衲
1,承
1,敲
1,宏
1,綣
1,卦
1,頤
1,優
1,膚
1,鈑
1,齋
1,非
1,甥
1,莪
1,鼈
1,急
1,戈
1,蒄
1,桙
1,笂
1,瑁
1,歎
1,粭
1,鞭
1,莎
1,泡
1,崗
1,榿
1,榔
1,術
1,峩
1,梺
1,熨
1,鷆
1,鏥
1,蚫
1,堪
1,ぽ
1,禎
1,珀
1,湛
1,塒
1,薇
1,椅
1,糒
1,寂
1,刃
1,靖
1,幼
1,埠
1,竃
1,濡
1,ェ
1,掎
1,椡
1,弩
1,畭
1,后
1,墹
1,解
1,儘
1,鉦
1,粗
1,犢
1,甸
1,稽
1,樮
1,鮖
1,装
1,絶
1,沃
1,朶
1,ぷ
1,沸
1,卓
1,擶
1,接
1,剃
1,摘
1,療
1,蒋
1,滞
1,異
1,猩
1,岼
1,候
1,叺
1,鞦
1,橲
1,晃
1,昔
1,鵲
1,晶
1,乢
1,眠
1,坑
